id,is_public,priority,status,subject,description,type,assignee_id,requester_id,created_at,url
246,t,low,open,Failed metadata migration for API limits,"Hi,

Metadata migration failed while configuring API limits:

Details:
- Source version: v2.16.0
- Target version: v2.16.0
- Database: GCP Cloud SQL PostgreSQL

Error:
```
unique violation during metadata apply
Failed object: API limits
```

Migration logs attached. How can we safely complete this migration?",,7955,61,2024-09-04 01:38:33.997507+00,https://hasura.zendesk.com/agent/tickets/246
247,t,normal,closed,Environment variable issues after Azure Container Apps migration,"Support team,

After migrating to Azure Container Apps, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $BigQuery
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""HS256""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
memory limit exceeded: configuration values not found
```

How should we configure environment variables in Azure Container Apps?",,1754,61,2024-09-01 12:40:03.775958+00,https://hasura.zendesk.com/agent/tickets/247
248,t,normal,closed,Failed deployment to Azure AKS with null value violation,"Hello Hasura team,

Our deployment to Azure AKS failed with:

```
null value violation during container initialization
```

Environment:
- Product: Hasura Community Edition
- Version: v2.21.0
- Region: eu-central-1
- Database: PostgreSQL 12

Deployment logs:
```
Container failed to start
Health check failed after 2 minutes
Last error: null value violation
```

How can we resolve this deployment issue?",,7913,61,2024-07-05 19:17:49.483854+00,https://hasura.zendesk.com/agent/tickets/248
249,t,normal,open,Database connection drops after 10 minutes,"Hello,

Our database connection keeps dropping after approximately 10 minutes of operation. Setup:

- Database: GCP Cloud SQL PostgreSQL
- Connection pool size: 50
- Concurrent users: 50
- Request volume: 10M/day

Error log shows:
```
connection refused after 10 minutes
```

How can we maintain stable connections?",incident,7955,61,2024-05-30 07:01:24.178256+00,https://hasura.zendesk.com/agent/tickets/249
250,t,normal,open,Custom webhook integration not working,"Hi,

We're having trouble integrating Custom webhook with Hasura. Configuration:

```yaml
auth:
  provider: Custom webhook
  jwt:
    algorithm: RS512
    claims_format: json
```

Error received:
```
network unreachable when validating JWT
```

What's the correct setup for Custom webhook?",,7913,61,2024-10-13 17:41:12.00057+00,https://hasura.zendesk.com/agent/tickets/250
251,t,normal,closed,High memory usage with nested object relationship relationship,"Hello,

Our nested object relationship relationship between tables is causing high memory usage:

Setup:
- Parent table: transactions (50M rows)
- Child table: transactions (50M rows)
- Request volume: 100M/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,1454,62,2024-08-27 13:21:14.456991+00,https://hasura.zendesk.com/agent/tickets/251
252,t,normal,closed,Event trigger connection refused for user_sessions,"Hi team,

Our event trigger for user_sessions is failing:

Configuration:
```yaml
name: process_user_sessions_changes
table: user_sessions
webhook: https://our-service.eu-central-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
connection refused when processing event
Request volume: 100/day
Failed after: 60 seconds
```

How can we make our event triggers more reliable?",,7840,62,2024-04-25 09:31:57.05362+00,https://hasura.zendesk.com/agent/tickets/252
253,t,high,pending,SSL/TLS configuration failing on GCP GKE,"Hi,

We're trying to set up SSL for our Hasura instance on GCP GKE but encountering issues:

Environment:
- Database: Digital Ocean Managed PostgreSQL
- Product: Hasura Open Source
- Region: us-west-2

Error:
```
rate limit exceeded: SSL/TLS handshake failed
```

Our configuration:
```yaml
ssl:
  certificates:
    mode: verify-full
    root_cert: /path/to/cert
```

What's the correct SSL setup for this environment?",,8907,62,2024-07-27 17:12:26.263578+00,https://hasura.zendesk.com/agent/tickets/253
254,t,urgent,closed,Environment variable issues after GCP GKE migration,"Support team,

After migrating to GCP GKE, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $BigQuery
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""RS512""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
CPU limit exceeded: configuration values not found
```

How should we configure environment variables in GCP GKE?",,1454,62,2024-05-03 02:27:11.940194+00,https://hasura.zendesk.com/agent/tickets/254
255,t,normal,closed,Remote join failing between CockroachDB and remote schema,"Hi,

Remote joins aren't working between our database and remote schema:

Setup:
- Database: CockroachDB
- Remote schema: relay API API
- Join field: varchar

Error:
```
null value violation when executing remote join
Table: discounts
Remote field: user_data
```

What's the correct remote join configuration?",,7774,63,2024-09-02 17:03:35.028346+00,https://hasura.zendesk.com/agent/tickets/255
256,t,low,closed,Failed deployment to AWS EC2 with role not found,"Hello Hasura team,

Our deployment to AWS EC2 failed with:

```
role not found during container initialization
```

Environment:
- Product: Hasura Cloud Enterprise
- Version: latest
- Region: eu-west-1
- Database: PostgreSQL 13

Deployment logs:
```
Container failed to start
Health check failed after 10 seconds
Last error: role not found
```

How can we resolve this deployment issue?",,9554,63,2024-08-13 05:31:51.499246+00,https://hasura.zendesk.com/agent/tickets/256
257,t,normal,closed,Row-level security not working for metrics,"Hi team,

Our RLS policies on metrics aren't working as expected. Setup:

Table size: 50M rows
Role: organization_admin

Policy:
```sql
CREATE POLICY ""metrics_access"" ON ""metrics""
  FOR ALL
  TO organization_admin
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting unauthorized role errors. How should we modify the policy?",,7774,64,2024-08-11 16:26:49.624426+00,https://hasura.zendesk.com/agent/tickets/257
258,t,normal,open,Custom webhook authentication failing,"Hi Hasura team,

Our custom webhook authentication is failing with expired JWT token. Setup:

Webhook config:
```yaml
auth:
  webhook:
    mode: POST
    url: https://our-auth-server/ap-south-1
    timeout: 10 minutes
```

Current load:
- Request volume: 100M/day
- Concurrent users: 1000

How can we debug this?",,7840,64,2024-05-17 02:09:31.590665+00,https://hasura.zendesk.com/agent/tickets/258
259,t,normal,open,Cannot connect to PostgreSQL 12 on Docker Compose,"Hi Hasura team,

We're having trouble connecting our PostgreSQL 12 instance running on Docker Compose. The connection details appear correct but we keep getting:

Error:
```
role not found: connection failed
```

Environment:
- Product: Hasura Cloud
- Version: v2.21.0
- Region: us-east-1
- Database size: 10TB

We've verified network access and credentials. What else should we check?",,9554,66,2024-07-18 15:34:33.215377+00,https://hasura.zendesk.com/agent/tickets/259
260,t,high,open,Event trigger missing required claims for employees,"Hi team,

Our event trigger for employees is failing:

Configuration:
```yaml
name: process_employees_changes
table: employees
webhook: https://our-service.asia-northeast1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
missing required claims when processing event
Request volume: 10M/day
Failed after: 5 minutes
```

How can we make our event triggers more reliable?",,8315,66,2024-08-22 10:19:57.957193+00,https://hasura.zendesk.com/agent/tickets/260
261,t,normal,closed,Event trigger version mismatch for activity_logs,"Hi team,

Our event trigger for activity_logs is failing:

Configuration:
```yaml
name: process_activity_logs_changes
table: activity_logs
webhook: https://our-service.us-west-2/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
version mismatch when processing event
Request volume: 100/day
Failed after: 5 minutes
```

How can we make our event triggers more reliable?",,8315,66,2024-09-23 05:49:04.716671+00,https://hasura.zendesk.com/agent/tickets/261
262,t,high,pending,Authorization not propagating to remote schema from Firebase Auth,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: Firebase Auth
Error: schema conflict

How should we configure header forwarding?",,9554,67,2024-09-01 09:53:47.364864+00,https://hasura.zendesk.com/agent/tickets/262
263,t,high,closed,Remote schema stitching failed for console,"Hello team,

Remote schema stitching is failing for our console integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_console
    definition:
      url: https://remote.eu-central-1/graphql
      timeout: 30 seconds
      forward_headers: true
```

Error:
```
query complexity exceeded during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,,67,2024-09-10 14:02:06.141515+00,https://hasura.zendesk.com/agent/tickets/263
264,t,high,closed,Authorization not propagating to remote schema from GitHub OAuth,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: GitHub OAuth
Error: CPU limit exceeded

How should we configure header forwarding?",,,67,2024-07-08 02:35:00.785828+00,https://hasura.zendesk.com/agent/tickets/264
265,t,high,open,Event trigger webhook timeout on Digital Ocean Droplet,"Hello,

Event trigger webhooks are timing out on Digital Ocean Droplet:

Setup:
- Table: audit_logs
- Events: INSERT, UPDATE
- Concurrent events: 5000
- Timeout: 5 minutes

Error:
```
missing required claims: webhook response timeout
Pending events: 10M/day
```

What's the best way to handle high-volume event triggers?",,6056,67,2024-08-16 15:24:50.212924+00,https://hasura.zendesk.com/agent/tickets/265
266,t,normal,closed,Environment variable issues after Azure Container Apps migration,"Support team,

After migrating to Azure Container Apps, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $Digital Ocean Managed PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""ES512""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
query complexity exceeded: configuration values not found
```

How should we configure environment variables in Azure Container Apps?",,6056,67,2024-08-03 23:56:23.335106+00,https://hasura.zendesk.com/agent/tickets/266
267,t,high,closed,Query performance degradation with one-to-one joins,"Hi team,

Experiencing severe performance issues with nested queries:

Query pattern:
```graphql
query {
  media(where: {status: {_eq: ""active""}}) {
    id
    related_media {
      nested_media {
        deep_media
      }
    }
  }
}
```

Metrics:
- Response time: 10 seconds
- Data size: 5M rows
- Connection pool: 50

How can we optimize these nested queries?",,9554,69,2024-05-25 16:47:23.940007+00,https://hasura.zendesk.com/agent/tickets/267
268,t,normal,closed,Remote schema stitching failed for role-based access,"Hello team,

Remote schema stitching is failing for our role-based access integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_role-based access
    definition:
      url: https://remote.eu-west-1/graphql
      timeout: 2 minutes
      forward_headers: true
```

Error:
```
inconsistent state during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,1454,69,2024-07-04 16:08:37.387923+00,https://hasura.zendesk.com/agent/tickets/268
